epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,train/angle_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,val/angle_loss,lr/pg0,lr/pg1,lr/pg2,lr/pg3,lr/pg4,lr/pg5,lr/pg6,lr/pg7
49,4914.14,1.10282,0.83336,0.01114,0.04232,0.91637,0.79493,0.88061,0.61905,1.05926,0.98734,0.01596,0.04686,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248,0.015744,0.005248
50,5013.13,1.08949,0.81431,0.01112,0.04061,0.9168,0.79544,0.88062,0.62025,1.05824,0.98467,0.01594,0.04582,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149,0.015447,0.005149
51,5111.7,1.09807,0.82178,0.01129,0.0431,0.91922,0.79394,0.88118,0.62135,1.05819,0.98368,0.01607,0.04695,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505,0.01515,0.00505
52,5210.84,1.0797,0.80248,0.0114,0.04024,0.91848,0.79564,0.88149,0.62061,1.06148,0.99169,0.01619,0.04791,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951,0.014853,0.004951
53,5309.48,1.08723,0.81019,0.01136,0.04065,0.91732,0.79616,0.88126,0.62118,1.05981,0.99205,0.01612,0.04777,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852,0.014556,0.004852
54,5408.09,1.0736,0.80433,0.01132,0.04041,0.91797,0.79718,0.88183,0.62113,1.05993,0.98759,0.01612,0.0471,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753,0.014259,0.004753
55,5506.62,1.0784,0.79885,0.01103,0.0399,0.91759,0.79831,0.882,0.62086,1.0593,0.98941,0.01608,0.04715,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654,0.013962,0.004654
56,5605.34,1.07977,0.80233,0.01115,0.04026,0.92056,0.79642,0.88233,0.6213,1.05858,0.98799,0.01609,0.04788,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555,0.013665,0.004555
57,5703.98,1.07369,0.79403,0.01105,0.03987,0.92317,0.7957,0.88292,0.62131,1.05979,0.9892,0.01608,0.04796,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456,0.013368,0.004456
58,5802.69,1.07306,0.79338,0.01133,0.04018,0.92307,0.79565,0.8829,0.62172,1.06148,0.9923,0.0161,0.04819,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357,0.013071,0.004357
59,5901.4,1.06754,0.7863,0.01114,0.03943,0.92284,0.79538,0.88281,0.6225,1.05868,0.99466,0.0161,0.04801,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258,0.012774,0.004258
60,6000.03,1.06408,0.7697,0.01121,0.03861,0.92319,0.79586,0.88293,0.6231,1.05814,1.00113,0.01606,0.04788,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159,0.012477,0.004159
61,6098.7,1.06416,0.77385,0.0109,0.03871,0.92193,0.79642,0.88287,0.62313,1.05861,1.00538,0.01606,0.04773,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406,0.01218,0.00406
62,6197.8,1.0692,0.77773,0.01107,0.03883,0.9242,0.79486,0.88302,0.6234,1.05732,1.00919,0.01605,0.04774,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961,0.011883,0.003961
63,6296.77,1.06459,0.78404,0.01079,0.03899,0.92347,0.79486,0.88305,0.62379,1.05774,1.01307,0.01605,0.04783,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862,0.011586,0.003862
64,6395.42,1.05864,0.7774,0.011,0.03825,0.92212,0.79608,0.88327,0.62395,1.05659,1.01177,0.01605,0.04796,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763,0.011289,0.003763
65,6494.2,1.05625,0.77886,0.01091,0.03752,0.92039,0.79778,0.88326,0.62412,1.05701,1.01027,0.01605,0.04815,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664,0.010992,0.003664
66,6593.36,1.05294,0.76552,0.01098,0.03777,0.92288,0.79646,0.88353,0.62471,1.05522,1.00282,0.01603,0.04768,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565,0.010695,0.003565
67,6692.13,1.05432,0.7689,0.01122,0.03736,0.92256,0.79721,0.8837,0.62458,1.05556,1.00437,0.01603,0.04768,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466,0.010398,0.003466
68,6790.42,1.03856,0.74803,0.01105,0.03683,0.92166,0.79914,0.88383,0.62489,1.05534,1.00371,0.01605,0.04768,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367,0.010101,0.003367
69,6888.81,1.04839,0.75572,0.01123,0.03746,0.91949,0.80052,0.88385,0.62504,1.05612,1.00452,0.01612,0.04777,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268,0.009804,0.003268
70,6987.46,1.04734,0.76634,0.01147,0.03687,0.91888,0.80133,0.88384,0.62467,1.05457,1.00554,0.01617,0.04759,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169,0.009507,0.003169
71,7085.81,1.0459,0.76548,0.0113,0.03859,0.92085,0.8002,0.88399,0.6247,1.05515,1.0062,0.01617,0.0474,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307,0.00921,0.00307
72,7184.16,1.04326,0.7503,0.01141,0.0373,0.92113,0.80022,0.88423,0.62524,1.0544,1.00688,0.01618,0.04729,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971,0.008913,0.002971
73,7282.63,1.0442,0.75512,0.01098,0.03763,0.9216,0.80024,0.88438,0.62572,1.05419,1.00605,0.01618,0.04722,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872,0.008616,0.002872
74,7381.15,1.04027,0.75143,0.01103,0.03653,0.92203,0.80006,0.88452,0.62624,1.05472,1.00934,0.0162,0.04749,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773,0.008319,0.002773
75,7479.47,1.03698,0.75483,0.01116,0.03581,0.92171,0.80029,0.88434,0.62614,1.05414,1.00997,0.01619,0.04742,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674,0.008022,0.002674
76,7577.76,1.04012,0.75791,0.01113,0.03671,0.92134,0.80001,0.8841,0.62621,1.05444,1.01157,0.01622,0.04761,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575,0.007725,0.002575
77,7676.2,1.03185,0.7414,0.01126,0.03568,0.92219,0.79975,0.88428,0.62647,1.05398,1.01052,0.01622,0.04734,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476,0.007428,0.002476
78,7774.95,1.03206,0.74246,0.01094,0.03479,0.92279,0.79958,0.88426,0.62678,1.0535,1.01019,0.01622,0.04715,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377,0.007131,0.002377
79,7873.29,1.02863,0.73744,0.01099,0.03559,0.923,0.79924,0.88434,0.6271,1.05304,1.01044,0.01622,0.04716,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278,0.006834,0.002278
80,7971.76,1.02559,0.73271,0.01104,0.03521,0.92398,0.79842,0.8844,0.62768,1.05354,1.00995,0.01622,0.04728,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179,0.006537,0.002179
81,8070.23,1.018,0.73136,0.01104,0.03436,0.92286,0.7998,0.88437,0.62751,1.05404,1.00945,0.01622,0.0473,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208,0.00624,0.00208
82,8168.82,1.02538,0.73407,0.01099,0.03574,0.92276,0.80009,0.88441,0.62762,1.05377,1.01039,0.01622,0.04725,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981,0.005943,0.001981
83,8267.43,1.03086,0.75097,0.0109,0.03667,0.92333,0.79922,0.88438,0.62768,1.05445,1.01205,0.01619,0.04734,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882,0.005646,0.001882
84,8366.01,1.02158,0.72028,0.01048,0.03475,0.92198,0.80018,0.88433,0.62773,1.0544,1.01492,0.01618,0.04757,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783,0.005349,0.001783
85,8464.49,1.01345,0.71788,0.0108,0.03461,0.92435,0.79863,0.88443,0.6276,1.0542,1.01511,0.01612,0.04738,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684,0.005052,0.001684
86,8563.12,1.01476,0.72197,0.01093,0.0344,0.92247,0.79978,0.88452,0.62765,1.0546,1.0155,0.01611,0.04727,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585,0.004755,0.001585
87,8661.53,1.00377,0.71044,0.01101,0.03371,0.92336,0.79939,0.88449,0.62805,1.05449,1.01709,0.01611,0.04728,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486,0.004458,0.001486
88,8760,1.00742,0.72027,0.01096,0.03345,0.92395,0.79922,0.88451,0.62778,1.0553,1.02049,0.0161,0.04754,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387,0.004161,0.001387
89,8858.52,1.0082,0.71198,0.01105,0.03389,0.92387,0.79895,0.88449,0.62794,1.05562,1.02235,0.0161,0.04748,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288,0.003864,0.001288
90,8957.18,1.00919,0.72012,0.01104,0.03443,0.92347,0.79895,0.88436,0.62788,1.05486,1.02343,0.0161,0.04753,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189,0.003567,0.001189
91,9052.99,0.97768,0.67436,0.01267,0.02958,0.92326,0.79918,0.88442,0.62824,1.05468,1.0228,0.01611,0.04763,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109,0.00327,0.00109
92,9147.45,0.97757,0.67544,0.0126,0.03001,0.92419,0.79867,0.8844,0.62828,1.05456,1.02325,0.01611,0.04767,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991,0.002973,0.000991
93,9241.95,0.96744,0.6706,0.01257,0.02946,0.92424,0.79839,0.88434,0.62831,1.05455,1.02416,0.01611,0.04769,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892,0.002676,0.000892
94,9336.31,0.96604,0.67215,0.01263,0.02991,0.92435,0.7982,0.88434,0.62827,1.05412,1.02445,0.01612,0.04764,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793,0.002379,0.000793
95,9430.77,0.95737,0.65903,0.01251,0.02883,0.92373,0.7984,0.88436,0.62846,1.0542,1.0247,0.01612,0.04765,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694,0.002082,0.000694
96,9525.13,0.95819,0.65297,0.01246,0.02887,0.92464,0.79732,0.8843,0.62848,1.05432,1.02563,0.01612,0.04773,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595,0.001785,0.000595
97,9619.59,0.94978,0.64561,0.01244,0.02831,0.92558,0.79671,0.8842,0.62843,1.05442,1.02737,0.01613,0.04769,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496,0.001488,0.000496
98,9714.15,0.95523,0.65429,0.01245,0.02868,0.92443,0.79746,0.88423,0.62856,1.05473,1.02782,0.01613,0.04768,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397,0.001191,0.000397
99,9808.61,0.94544,0.64717,0.01267,0.02801,0.92476,0.79704,0.88424,0.62869,1.05483,1.02967,0.01613,0.04761,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298,0.000894,0.000298
100,9903.08,0.95358,0.65873,0.01262,0.02897,0.92528,0.79719,0.88438,0.62873,1.05535,1.03269,0.01612,0.0476,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199,0.000597,0.000199
